Compound ID	Target ID	Target type	Acq. method	Name	S00010449	S00010450	S00010451	S00010452	S00010453	S00010454	S00010455	S00010456	S00010457	S00010458	S00010459	S00010460	S00010461	S00010462	S00010463	S00010464	S00010465	S00010466	S00010467	S00010468	S00010469	S00010470	S00010471	S00010472	S00010473	S00010474	S00010475	S00010476	S00010477	S00010478	S00010479	S00010480	S00010481	S00010482	S00010483	S00010484	S00010485	S00010486	S00010487
M03853	637883	UNIQUE	AQM003	UNKNOWN M03853 (M+H), BP 280.65581, RT 4.341	24897	18539												20063	24320	41632	53685	23495	29493	44477	50837				48136	19504							50391				73642	66678	
M03854	637917	UNIQUE	AQM003	UNKNOWN M03854 (M+H), BP 284.33106, RT 3.908	145527	34493	18013											167211	54766	41051	136233	32977	46930	253695	30008	58325	33856	31200	66355	77683		176513		131379		31772	175658		41224	50440	46168	143290	26767
M03855	637957	UNIQUE	AQM003	UNKNOWN M03855 (M+H), BP 296.15562, RT 3.118														169662												121551						46571	203768					136088	
M03856	637972	UNIQUE	AQM003	UNKNOWN M03856 (M+H), BP 300.24331, RT 1.058								84129	316690	377052	259711	330943		208389	289908	188708	337309	41412	780776	159088	198972				274555	223542	49521					120917	66565						
M03857	637978	UNIQUE	AQM003	UNKNOWN M03857 (M+H), BP 300.41348, RT 2.887	162569	193629	142476	125392	154931	289891	213549	118409	132158	175851	192655	158143		111354	192919	170349	10977	187027	136795	222214	198644	259287	174647	156165	199819	166421	828914	190325	198127	186476		314010	145516	79972	153217	34217	103152	148741	144563
M03858	638048	UNIQUE	AQM003	UNKNOWN M03858 (M+H), BP 311.20658, RT 3.164	59328		179317		83125	254607											183109	196297	185236	243207	265398					161726	647975					203548	117717				138976		106432
M03859	638056	UNIQUE	AQM003	UNKNOWN M03859 (M+H), BP 312.36162, RT 3.845	131044	13187	21140	31235	10872	72133	59985	81549	33350	26413	172768	85578		47616	78024	46365	74403	46909	59421	77457	49478	52726	45770	35856	32155	54263	661796	82725	52475	12954		86442	130957	37789	34319	60035	35650	37037	36323
M03860	638103	UNIQUE	AQM003	UNKNOWN M03860 (M+H), BP 323.10218, RT 2.808				356944	305940	500851	354219	321741		391934		366009		436252	435995				462975	510836	394915	538815	508620	501599	510348	412578	294941	446188	404662	385052			276681	376960	331532	324602	281392	323456	244935
M03861	638171	UNIQUE	AQM003	UNKNOWN M03861 (M+H), BP 339.33361, RT 3.875														110165	214373	133687	237051	148619	113872	239146					131132							215837	247910				91027	114500	
M03863	638227	UNIQUE	AQM003	UNKNOWN M03863 (M+H), BP 349.41425, RT 2.938															29806																								
M03864	638297	UNIQUE	AQM003	UNKNOWN M03864 (M+H), BP 365.13608, RT 3.846	5146187	22819049	5025593	11138294	398629	32734031	12143497	8432838	7881738	4746857	11303147	8623322		7223225	11832181	14688216	39239273	7346605	4629380	8035342	9766515	5466522	9553237	2499541	7306188	5060512	9901240	8959650	6801693	7929128		8500227	14922012	3069749	2549909	3427086	1148234	4435236	450690
M03865	638365	UNIQUE	AQM003	UNKNOWN M03865 (M+H), BP 384.11586, RT 2.722	46946	57097	42211	20753	35326	62181	24544		44579	62915	73223	45403		76661	126838	70078	70724	65234	120659	145402	97747	115722	127170	201049	130399	122173	124962	72491	33029	39626		170308	83842	1051605	1302690	1228187	1449121	1382299	825224
M03866	638381	UNIQUE	AQM003	UNKNOWN M03866 (M+H), BP 388.49766, RT 2.98							179602	161571	241399		174949	188759															1728549					230261	192992				154809	183913	
M03867	638403	UNIQUE	AQM003	UNKNOWN M03867 (M+H), BP 393.45289, RT 2.981	21639	28416									20338	20159																											
M03868	638531	UNIQUE	AQM003	UNKNOWN M03868 (M+H), BP 429.21124, RT 4.934											30014	19467																											
M03869	638571	UNIQUE	AQM003	UNKNOWN M03869 (M+H), BP 437.49437, RT 3.026				17448		34155								33101		50754		33865														44975	37898				42044	32715	
M03870	638574	UNIQUE	AQM003	UNKNOWN M03870 (M+H), BP 437.6799, RT 3.028	28416	36728																								13632							22280				25463	31602	
M03873	638700	UNIQUE	AQM003	UNKNOWN M03873 (M+H), BP 476.57455, RT 3.133	209109	295023	239290	246706	206611	356676				204274	203744	203779		215315	187443	255596	178278	280879	218373	231159	261155	206142	217532	177712	275749	240026	1957209	243512	19813	234357		29322	49252	217325	195957				
M03875	638719	UNIQUE	AQM003	UNKNOWN M03875 (M+H), BP 481.53225, RT 3.066				20503		103873					18992	36685			37862								44976			113900	282062	27624	33161	49291		63778	42436	85757	61219		83154		
M03877	638781	UNIQUE	AQM003	UNKNOWN M03877 (M+H), BP 497.23696, RT 3.053	235434	232020	365409	133003	364149		369577	357084	185232	144601	198520	196167			146307	231132	228364	361220	272883		271065	173866	420182	804279	319382	307362	1016461	261584		247776		289052	270061	385194	599144	517447		463142	
M03881	638903	UNIQUE	AQM003	UNKNOWN M03881 (M+H), BP 547.27373, RT 3.404	85635	97607		95096		228317	212460		301290	25158	136023	174887		119663																									
M03882	638909	UNIQUE	AQM003	UNKNOWN M03882 (M+H), BP 548.83762, RT 7.703	39888	57408	53829		29721	84190				41607	37123			59764	33118	50154		47356		58979	63884				34836	60052	42633	48838	50393	42569		34455	52646	18309	28004	29368	37101	50355	24280
M03883	638958	UNIQUE	AQM003	UNKNOWN M03883 (M+H), BP 569.51857, RT 3.119																25700	27632	16524	24800		38658																		
M03884	638961	UNIQUE	AQM003	UNKNOWN M03884 (M+H), BP 569.60886, RT 3.117	26187	33990	46447											23102																									
M03885	638985	UNIQUE	AQM003	UNKNOWN M03885 (M+H), BP 587.41409, RT 4.757										32908		21332			28401		100061	81712	67568	124287	50851																		
M03886	638990	UNIQUE	AQM003	UNKNOWN M03886 (M+H), BP 589.4303, RT 4.67	180377		57990				88511		203894		205424	107152			192056					143578	96651	172818	32337			63087		159904		218719		222223	251121		514690			251014	
M03887	639018	UNIQUE	AQM003	UNKNOWN M03887 (M+H), BP 597.21, RT 3.501	73690	124149	48858	38684		104642				55046	95490	70747		86469	102906	103932	94296	59793																					
M03888	639039	UNIQUE	AQM003	UNKNOWN M03888 (M+H), BP 608.38559, RT 3.137	2786217	4125409	3185165	2989172	2827214	4297115	3193374	2778073	5351167	3176861	3557178	3634021		3257831	2751736	3178478	2643225	3068986	2997126	3295360	3991158	2378606	2322233	2028504	2580648	2791484	18446511	3292824	3015262	2906875		3617469	3811539	1775390	1432931		1567937	1764345	1885241
M03890	639056	UNIQUE	AQM003	UNKNOWN M03890 (M+H), BP 613.64586, RT 3.146											37571	57418			81858		64667	183719	67908	41261					83842		181406					35881	116882						61948
M03891	639093	UNIQUE	AQM003	UNKNOWN M03891 (M+H), BP 633.45535, RT 4.653	207887	167625	61563		68629	304191	83783	217783		79718	281354	99683				67201		403488	45664	180303			237058		197800	58685			75464	340641		243776		525135	724133	406407		315277	
M03892	639112	UNIQUE	AQM003	UNKNOWN M03892 (M+H), BP 643.52797, RT 6.366	14670166	4858216		441331	1313905					2138247	450767			756862	870919	242584	1151118	1970416	856798	379238	239463					493389	39295					2508112	309762				497799	102337	
M03893	639126	UNIQUE	AQM003	UNKNOWN M03893 (M+H), BP 652.41102, RT 3.157	1709219	2879350	2089802	1998204	1769459	2862008	2132338	1731025	3590511	2058024	2303163	2373784		2172510	1844496	2096085	1773065	2031101	1991137	2201653	2594521	1532285	1527086	1293736	1789520	1822943	10314474	2185304	1919431	1876820		2366398	2504522	1084490	804106	910686	932989	1012457	1090639
M03894	639127	UNIQUE	AQM003	UNKNOWN M03894 (M+H), BP 653.22991, RT 3.257														11804																									
M03895	639132	UNIQUE	AQM003	UNKNOWN M03895 (M+H), BP 655.20388, RT 3.005	10259	11240	30570	15234	28920	13642		27366	28682	45826	23118	10763				64650	56957		76585	20046	51510				121737	98303						14180					25100	16431	30169
M03897	639155	UNIQUE	AQM003	UNKNOWN M03897 (M+H), BP 673.34201, RT 3.162	513656	544362	616194	415421	151895	605296								552262	385335	283370	236794	279376	103760		294492		224702		286918	508262	540914	320474		311351		470588	233860	316219	421962		298438	512974	
M03899	639191	UNIQUE	AQM003	UNKNOWN M03899 (M+H), BP 692.83313, RT .43	79913	80710	122282	99420	117726	113273	110948	105190	97624	82764	108831	106487		98982	84456	90571	84869	97446	96817	87806	114490	74264	77260	62892	75254	81538	76508	74964	71800	95243		84664	82253	36674	15293	19831	51865	49358	35127
M03900	639196	UNIQUE	AQM003	UNKNOWN M03900 (M+H), BP 696.43459, RT 3.178	1479901	3393844	1821861	1815078	1639954	2465092	1970832	1628614	3224777	1912202	2065369	2289540		2088436	1650571	1819769	1603231	1730310	1703308	1905439	2463708	1331152	1435948	1176338	1654779	1623685	7702312	1908034	1849623	1664906		2008878	2120776	921273	669213	1016458	852779	943827	915005
M03901	639203	UNIQUE	AQM003	UNKNOWN M03901 (M+H), BP 701.39235, RT 3.183							517834	584675	650003	508693	638756	579911			558575		639447	741991	607856		817521		557302	454813			3130582	871021					569697		308649	532958		585756	374752
M03902	639212	UNIQUE	AQM003	UNKNOWN M03902 (M+H), BP 704.45066, RT 4.447	391843	361219	144352											349582	385322	224093	640918	624443	669071	752888	236521				605974	311348						802324	559753				4051197	2349985	
M03903	639258	UNIQUE	AQM003	UNKNOWN M03903 (M+H), BP 721.50823, RT 4.6		235637	47892							118498	217175				269906	137517		370236																					
M03904	639352	UNIQUE	AQM003	UNKNOWN M03904 (M+H), BP 758.769, RT 3.242														110646	78552																								
M03905	639362	UNIQUE	AQM003	UNKNOWN M03905 (M+H), BP 759.27214, RT 3.249					165939	43597	117334	28170						43694	41033																								
M03906	639423	UNIQUE	AQM003	UNKNOWN M03906 (M+H), BP 782.90281, RT 6.966	407525	32872	183487											69671	180569	71353	537646	445537	719782	357466	39907				23987	197380	1750927	134247		260202		102299	197143	385773	171091	1822592	2300106	1754652	343952
M03907	639448	UNIQUE	AQM003	UNKNOWN M03907 (M+H), BP 790.56342, RT 7.436				30173	257453		102469	856822							874232				1743485	870088					872055	659914	1460802						759540				992213	2781260	
M03908	639459	UNIQUE	AQM003	UNKNOWN M03908 (M+H), BP 794.60412, RT 4.847														158333	202687				2029926	135780	59275																		
M03909	639494	UNIQUE	AQM003	UNKNOWN M03909 (M+H), BP 814.05583, RT 7.032							118416		59206	4147389		245184										29807	57788	2700245			153288					27493		61048	66391			50054	44577
M03911	639530	UNIQUE	AQM003	UNKNOWN M03911 (M+H), BP 830.40321, RT 2.978															121048		94463	81547																					
M03912	639561	UNIQUE	AQM003	UNKNOWN M03912 (M+H), BP 850.55731, RT 7.045															54600																								
M03913	639573	UNIQUE	AQM003	UNKNOWN M03913 (M+H), BP 864.31124, RT 3.249														179407	133362				329762	159854																			
M03914	639575	UNIQUE	AQM003	UNKNOWN M03914 (M+H), BP 864.81174, RT 3.247										134694		83958		137108																									
M03916	639585	UNIQUE	AQM003	UNKNOWN M03916 (M+H), BP 876.57141, RT 7.179														14262																									
M03917	639589	UNIQUE	AQM003	UNKNOWN M03917 (M+H), BP 878.81449, RT 3.506														62446	44934											95108	5047382					64684	65786						
M03918	639648	UNIQUE	AQM003	UNKNOWN M03918 (M+H), BP 969.85207, RT 3.249				296007		165842		404043	139425										375309	347498						299528						426895	170625				246127	213950	
M03920	639715	UNIQUE	AQM003	UNKNOWN M03920 (M+H), BP 1072.88437, RT 3.266							339441	536989							139550	135203	538940																						
M03921	639716	UNIQUE	AQM003	UNKNOWN M03921 (M+H), BP 1075.39245, RT 3.251	217255	152332	249822												173787	198093	169350								138585							219789	446100					300396	
M03922	639717	UNIQUE	AQM003	UNKNOWN M03922 (M+H), BP 1075.89377, RT 3.254								268174	83658		82997	50005				107283	154351		135580		81564																		
M03923	639737	UNIQUE	AQM003	UNKNOWN M03923 (M+H), BP 1180.63475, RT 4.333															22983					26856	15098																		
M03924	639766	UNIQUE	AQM003	UNKNOWN M03924 (M+H), BP 1286.47385, RT 3.254	159422	369120	142271								256393	135330		293951	343187	120131	211458	281859																					
M03925	639802	UNIQUE	AQM003	UNKNOWN M03925 (M+H), BP 1490.11773, RT 6.548																						75516	323104	2697765					322315					8486691	18015208				
M03926	727459	UNIQUE	AQM003	UNKNOWN M03926 (M+H), BP 242.99321, RT .379	97537	106580	115979	80932	53384	82614	69768	70286	94658	80688	85619	91527		74628	99114	132128	114098	94813	96407	110459	105935		95353	62271	126714	137340	99631	118719	80244	130396		107370	123504	110189	106730	138811	56522	72929	62282
M03928	727464	UNIQUE	AQM003	UNKNOWN M03928 (M+H), BP 168.12264, RT 2.429	12275600	13664198	13087597	12172554	10713008	16629496	12830171	11338148	10605265	10818909	12968282	10906334		11607806	12139010	12052336	11537701	11775270	11053454	13585241	14188985	10503583	8411237	8583574	11434292	12265405	9340543	13965764	9696889	12932279		14966113	11859863	6455671	6391021	3632914	8861322	9405537	6672128
M03929	727470	UNIQUE	AQM003	UNKNOWN M03929 (M+H), BP 86.99376, RT .384															12969	12217	13415	16820	14750		16805				15021	15998						17105	18869				14508	15642	
M03930	727471	UNIQUE	AQM003	UNKNOWN M03930 (M+H), BP 198.93823, RT .39	303594	273130	302866	280438	237987	303618	228163	235237	213355	242560	284476	289052		269051	232186	261464	298274	291346	289436	264253	249285	347490	365433	293237	310325	271954	342291	277758	232630	295882		341862	288535	432993	488843	544013	386077	460979	451204
M03931	727478	UNIQUE	AQM003	UNKNOWN M03931 (M+H), BP 102.9708, RT .383		13963	12386																																				
M03932	727480	UNIQUE	AQM003	UNKNOWN M03932 (M+H), BP 114.98771, RT .384	20402	33572	36706		18805	26005				22411	25463	18166		22224	27051		37187	40262	42139	23268		31543	35945	26745	45092	45244	28206	40682	28290	39694		43999	51718	42635	47999	72694	38312	44737	26847
M03933	727481	UNIQUE	AQM003	UNKNOWN M03933 (M+H), BP 105.00358, RT .383																16129	14199	15243																					
M03934	727482	UNIQUE	AQM003	UNKNOWN M03934 (M+H), BP 230.96526, RT .388																			14469		23177																		
M03937	727492	UNIQUE	AQM003	UNKNOWN M03937 (M+H), BP 440.86971, RT .42	65748	43319	117986	62809	78336	61396	68636	76107	51756	41543	60024	54364		66063	63161	74754	70447	83200	72949	66315	76836	95651	88267	108825	102425	91589	70208	42582	44180	77658		57209	74863	88885	63069	63408	61161	58555	104174
M03938	727494	UNIQUE	AQM003	UNKNOWN M03938 (M+H), BP 554.85212, RT .415	37286	30000	36854	23636	35569	36585	30077	38577	28666	21892	27823	34981		36285	28124	34954	36816	31293	44749		36135				36682							32000					17098	12057	46042
M03940	727498	UNIQUE	AQM003	UNKNOWN M03940 (M+H), BP 265.21217, RT .523																	11785	11809				16238	18618		15391	12124	11288	13900		11791				125732	96012	141439	118288	102967	131137
M03941	727501	UNIQUE	AQM003	UNKNOWN M03941 (M+H), BP 207.05017, RT .441	160166	71374	147623	111670		132575	99212	87903	97917	94402	127908	117314		150324	114751	368213	134371	138437	135433	262426	108360	296734	254325	110835		110877		116117	96593	129703		116867		70523		95834	60575	182207	159794
M03942	727504	UNIQUE	AQM003	UNKNOWN M03942 (M+H), BP 257.14731, RT .517							56516		78845																			81142	61827					53518	15908	25481			
M03943	727507	UNIQUE	AQM003	UNKNOWN M03943 (M+H), BP 312.92033, RT .392	91892		92292		65490	80145				76208	55382	89736			58791	81681	91123	102914	89593	83317	84510	111719		105938	103207	96763	131160		71618	96250		108627	102129	186671	192621	164731	109431	127439	129920
M03944	727510	UNIQUE	AQM003	UNKNOWN M03944 (M+H), BP 396.88436, RT .407	14903	15641	37240	22937	21621	23152	19015	19881		17481	20798	23221		18874	32905	19267	27613	25908	20116	17344	25119	31777	28102	22756	16596	20659	22561	15050	10072	25802		24098	26181	29783	41266	33261	32310	22941	35585
M03945	727512	UNIQUE	AQM003	UNKNOWN M03945 (M+H), BP 538.87534, RT .414	63393	58815	86155	58910	58546	59095	53842	54877	49984	53939	63775	55215		53126	60488	63023	67134	61585	71090	54234	61333	67613	62130	63468	69600	48667	67179	58636	53144	60858		69373	67747	67567		49378	68751	50943	63956
M03946	727513	UNIQUE	AQM003	UNKNOWN M03946 (M+H), BP 606.86286, RT .415				59267	59226	64986	53036	61948	48200	50454	60872	58451		56898		63873	72819	59317	76763	68608	57116	71058	65429	60273	81617	79242	79218	56202	56609	63471		57381	60348	90925	88304			55823	69109
M03948	727516	UNIQUE	AQM003	UNKNOWN M03948 (M+H), BP 301.17338, RT .517	70136	50031		78154	89857	27724		62973	164550	138393	10905	133713		100502								91943	110420						59099	56856						17806			
M03950	727539	UNIQUE	AQM003	UNKNOWN M03950 (M+H), BP 70.06669, RT .572	4426683	4827730	3872609	2845710	2581776	4213903	2729300		3136152	3577492	3573168	3368492		3339402	3719510	4318692	3668353	3779689	3570200	4180775	3727228	3793966	3509936	3470336	4811608	4411124	4598690	4872364	3731948	3865944		5483848		5527284	3517034	7901463	3825342	4298672	3411366
M03951	727540	UNIQUE	AQM003	UNKNOWN M03951 (M+H), BP 283.16281, RT .587	258512		495133	294314	353000	424637	368498	340774	520767	209712	240211	399764		430587	266792	509258	424714	389382	302732	547732	338687			377255	353553	326358	244728	410048	308484	352159		195467		193424	249167	132308		124379	116023
M03952	727541	UNIQUE	AQM003	UNKNOWN M03952 (M+H), BP 237.15969, RT .595		33330	97116				28748	34739	41745					22322	37376	21984	18326	69861	15508		60068	25738	33921	24289	17834	29386	32064	33435		17683		15326							15974
M03953	727547	UNIQUE	AQM003	UNKNOWN M03953 (M+H), BP 261.01051, RT .527	2488625	2534073	1418388	1280758		2086469		1219816	1388333	1528308	2091276	1247859		1826261	2136815	1826563	1856378	1655143	1945796	2044427	2186145	526744	674253	546405	1114443	1125088	981388	1927370	1327668	1682984		2059036	1746908	335027	194265	542435	1504316	1540830	
M03956	727553	UNIQUE	AQM003	UNKNOWN M03956 (M+H), BP 261.18085, RT .592				21794		10491								22387												15359						28428	29607				40939		
M03957	727554	UNIQUE	AQM003	UNKNOWN M03957 (M+H), BP 119.0162, RT .609	17677		24482		11843	24599										78886	52919	32248				56002	57491	134415	11431	59025		50719		62247		45605		440274	1107069	419122	183227	322753	237709
